timestamp,value,returns
2023-02-16,39316664596,
2023-02-17,41358451255,0.05193183806359114
2023-02-18,19625427158,-0.5254796404972394
2023-02-19,25555105670,0.3021426471006956
2023-02-20,28987376573,0.1343086171241803
2023-02-21,31252098714,0.07812787525965526
2023-02-22,30199996781,-0.033665000953318036
2023-02-23,30476264066,0.009147924319442557
2023-02-24,26811744928,-0.12024174387201936
2023-02-25,16100721565,-0.399489976939706
2023-02-26,16644534842,0.03377570842428268
2023-02-27,22660763494,0.3614536969107087
2023-02-28,20535363434,-0.09379207635977282
2023-03-01,24662841200,0.2009936556158638
2023-03-02,20386398516,-0.17339618940578505
2023-03-03,26062404610,0.27842122724841567
2023-03-04,11166012913,-0.5715662817729541
2023-03-05,13317001733,0.19263714243924235
2023-03-06,17353192895,0.3030855775889987
2023-03-07,22765452204,0.3118883851374372
2023-03-08,22536575684,-0.010053677737171696
2023-03-09,30364664171,0.34735039594136774
2023-03-10,39578257695,0.3034314317495239
2023-03-11,30180288176,-0.23745283563069186
2023-03-12,29279035521,-0.029862294546169843
2023-03-13,49466362688,0.6894806064400893
2023-03-14,54622230164,0.10422976737787826
2023-03-15,43655701450,-0.200770431398968
2023-03-16,33866061747,-0.224246533163883
2023-03-17,50730261335,0.4979675438492315
2023-03-18,35723036817,-0.2958239150178823
2023-03-19,37769448859,0.057285500459640204
2023-03-20,44774027664,0.1854562090950631
2023-03-21,36102192830,-0.19368002581935417
2023-03-22,33382021890,-0.07534641878427972
2023-03-23,24220433689,-0.27444677351147706
2023-03-24,25980310960,0.07266084883522428
2023-03-25,13383005987,-0.4848789143592298
2023-03-26,13878363192,0.03701389698855251
2023-03-27,18188895178,0.3105936864719572
2023-03-28,17783600385,-0.022282540475037527
2023-03-29,20684945906,0.1631472512982921
2023-03-30,22435349951,0.08462212340097386
2023-03-31,19001327598,-0.15306301709133519
2023-04-01,10876469901,-0.4275942117778754
2023-04-02,12284641999,0.12946958993290014
2023-04-03,19556501327,0.5919471913460683
2023-04-04,15284538859,-0.21844206162285607
2023-04-05,17052315986,0.11565786467670103
2023-04-06,13837809380,-0.1885085057442707
2023-04-07,10861680497,-0.21507225611168235
2023-04-08,9373255556,-0.13703449861290828
2023-04-09,12175322951,0.2989428142931987
2023-04-10,19282400094,0.5837280186819416
2023-04-11,20121259843,0.043503907444645495
2023-04-12,18651929926,-0.07302375340633382
2023-04-13,17487721001,-0.062417611990764676
2023-04-14,22659995079,0.2957660450841042
2023-04-15,11940685378,-0.4730499571438146
2023-04-16,12854816417,0.07655599407084557
2023-04-17,17872186762,0.390310540597431
2023-04-18,19480529496,0.08999137908628363
2023-04-19,24571565421,0.26133970978793775
2023-04-20,21340360360,-0.13150179915840698
2023-04-21,20759504330,-0.027218660800533923
2023-04-22,13125734602,-0.3677240846723049
2023-04-23,12785446832,-0.025925236211019387
2023-04-24,17703288330,0.38464369392952324
2023-04-25,17733373139,0.0016993910079980967
2023-04-26,31854242019,0.7962878110845575
2023-04-27,27153445027,-0.1475720875479043
2023-04-28,17544464887,-0.3538770174629894
2023-04-29,10662634333,-0.392250809490306
2023-04-30,14652199272,0.37416315840942005
2023-05-01,18655599976,0.2732286552811496
2023-05-02,16432924527,-0.11914253370888206
2023-05-03,19122972518,0.163698676189995
2023-05-04,15548678514,-0.18691100458548493
2023-05-05,17936566518,0.15357498078373344
2023-05-06,15913866714,-0.11276962076159602
2023-05-07,11301355486,-0.28984226843763927
2023-05-08,19122903752,0.6920893936739936
2023-05-09,14128593256,-0.2611690442398248
2023-05-10,20656025026,0.4620015348823203
2023-05-11,16724343943,-0.19034064288996277
2023-05-12,19313599897,0.154819582928019
2023-05-13,9999171605,-0.4822730273835081
2023-05-14,10014858959,0.0015688653640222316
2023-05-15,14413231792,0.43918470055410386
2023-05-16,12732238816,-0.11662845642522923
2023-05-17,15140006925,0.189107991437788
2023-05-18,15222938600,0.005477651061246203
2023-05-19,11258983301,-0.26039356809860614
2023-05-20,7044911360,-0.37428529986590486
2023-05-21,8647416921,0.22746993952241867
2023-05-22,11056770492,0.27862118746107356
2023-05-23,13697203143,0.23880686072940138
2023-05-24,16299104428,0.18995858189704307
2023-05-25,13851122697,-0.15019118024636047
2023-05-26,12711619225,-0.08226795018188693
2023-05-27,7892015141,-0.379149500837884
2023-05-28,14545229578,0.8430311293291524
2023-05-29,15181308984,0.04373113553065422
2023-05-30,13251081851,-0.1271449737986573
2023-05-31,15656371534,0.18151647616745215
2023-06-01,14678970415,-0.062428329378709235
2023-06-02,14837415000,0.010793984899519327
2023-06-03,8385597470,-0.434834338056865
2023-06-04,9360912318,0.11630833121781126
2023-06-05,21513292646,1.2982046957786704
2023-06-06,21929670693,0.019354454655150954
2023-06-07,19530045082,-0.10942369562193044
2023-06-08,11904824295,-0.3904353909570766
2023-06-09,11015551640,-0.07469851154153473
2023-06-10,19872933189,0.8040797082587141
