timestamp,value,open,high,low,volume,returns
2025-01-02,1.08624,1.08678,1.08912,1.08529,98224.0,
2025-01-03,1.08596,1.08559,1.08788,1.08434,125738.0,-0.0002577699219326046
2025-01-06,1.08757,1.08515,1.09047,1.08444,110150.0,0.0014825592102838403
2025-01-07,1.09126,1.08793,1.09264,1.08522,148731.0,0.003392885055674588
2025-01-08,1.09076,1.09109,1.09224,1.08881,134688.0,-0.0004581859501859853
2025-01-09,1.09025,1.0913,1.09396,1.08808,158509.0,-0.0004675639003997034
2025-01-10,1.09409,1.09061,1.09507,1.08816,93577.0,0.0035221279523045546
2025-01-13,1.09599,1.09404,1.0989,1.09234,93070.0,0.0017366030216892092
2025-01-14,1.09492,1.09534,1.09578,1.09429,93666.0,-0.0009762862799844729
2025-01-15,1.09628,1.09376,1.0992,1.09196,142761.0,0.001242099879443348
2025-01-16,1.09521,1.09594,1.09645,1.09329,121368.0,-0.0009760280220381112
2025-01-17,1.09415,1.09587,1.09859,1.09181,91783.0,-0.0009678509144365188
2025-01-20,1.09478,1.09431,1.09656,1.09279,126914.0,0.0005757894255815632
2025-01-21,1.09023,1.09383,1.09681,1.0895,155507.0,-0.004156086154295857
2025-01-22,1.08615,1.09036,1.09096,1.08501,164026.0,-0.0037423296001761752
2025-01-23,1.08486,1.08644,1.08828,1.08352,152526.0,-0.001187681259494533
2025-01-24,1.0825,1.08419,1.08711,1.08042,155835.0,-0.0021753959036188153
2025-01-27,1.0833,1.08419,1.08506,1.08073,130765.0,0.0007390300230945002
2025-01-28,1.08119,1.08334,1.08538,1.07986,104956.0,-0.001947752238530276
2025-01-29,1.07788,1.08032,1.08253,1.07492,172895.0,-0.0030614415597629563
2025-01-30,1.08141,1.07815,1.08299,1.07618,131240.0,0.0032749471184176926
2025-01-31,1.08093,1.08184,1.08387,1.07991,122148.0,-0.00044386495408776927
2025-02-03,1.08114,1.08175,1.08367,1.08048,179270.0,0.0001942771502316809
2025-02-04,1.07781,1.08194,1.08469,1.07701,89757.0,-0.0030800821355236874
2025-02-05,1.07657,1.07677,1.07729,1.07553,104097.0,-0.00115048106809168
2025-02-06,1.07689,1.07587,1.07802,1.07505,95395.0,0.0002972403095014009
2025-02-07,1.07422,1.07728,1.08015,1.07333,101241.0,-0.0024793618661144157
2025-02-10,1.07516,1.0746,1.07787,1.07346,112696.0,0.000875053527210401
2025-02-12,1.07316,1.07669,1.0787,1.07042,131163.0,-0.0018601882510510537
2025-02-13,1.07179,1.07358,1.07471,1.07118,104816.0,-0.0012766036751274967
2025-02-14,1.07621,1.07264,1.0771,1.07088,134840.0,0.004123942190167984
2025-02-17,1.07623,1.07693,1.07853,1.07476,137853.0,1.8583733657928647e-05
2025-02-18,1.07378,1.07672,1.07804,1.07083,109917.0,-0.0022764650678759324
2025-02-19,1.07578,1.07354,1.0777,1.07285,106566.0,0.0018625789267820991
2025-02-20,1.07294,1.07635,1.07695,1.07151,160452.0,-0.002639944970161179
